"province","vaccine_manufacturer","vaccination_date","total_number_individuals_vaccinated"
"Mpumalanga","Pfizer","2021-05-25",2601
"Mpumalanga","Pfizer","2021-05-26",2795
"Mpumalanga","Pfizer","2021-05-27",2905
"Mpumalanga","Pfizer","2021-05-28",3137
"Mpumalanga","Pfizer","2021-05-29",40
"Mpumalanga","Pfizer","2021-05-30",9
"Mpumalanga","Pfizer","2021-05-31",3429
"Mpumalanga","Pfizer","2021-06-01",3688
"Mpumalanga","Pfizer","2021-06-02",5564
"Mpumalanga","Pfizer","2021-06-03",4364
"Mpumalanga","Pfizer","2021-06-04",5292
"Mpumalanga","Pfizer","2021-06-05",372
"Mpumalanga","Pfizer","2021-06-06",190
"Mpumalanga","Pfizer","2021-06-07",4344
"Mpumalanga","Pfizer","2021-06-08",5288
"Mpumalanga","Pfizer","2021-06-09",6007
"Mpumalanga","Pfizer","2021-06-10",4268
"Mpumalanga","Pfizer","2021-06-11",4064
"Mpumalanga","Pfizer","2021-06-12",175
"Mpumalanga","Pfizer","2021-06-13",11
"Mpumalanga","Pfizer","2021-06-14",5177
"Mpumalanga","Pfizer","2021-06-15",5319
"Mpumalanga","Pfizer","2021-06-16",603
"Mpumalanga","Pfizer","2021-06-17",5812
"Mpumalanga","Pfizer","2021-06-18",3989
"Mpumalanga","Pfizer","2021-06-19",61
"Mpumalanga","Pfizer","2021-06-20",7
"Mpumalanga","Pfizer","2021-06-21",4443
"Mpumalanga","Pfizer","2021-06-22",4274
"Mpumalanga","Pfizer","2021-06-23",2912
"Mpumalanga","Pfizer","2021-06-24",2943
"Mpumalanga","Pfizer","2021-06-25",2560
"Mpumalanga","Pfizer","2021-06-26",90
"Mpumalanga","Pfizer","2021-06-27",5
"Mpumalanga","Pfizer","2021-06-28",3355
"Mpumalanga","Pfizer","2021-06-29",3628
"Mpumalanga","Pfizer","2021-06-30",3248
"Mpumalanga","Pfizer","2021-07-01",2833
"Mpumalanga","Pfizer","2021-07-02",2349
"Mpumalanga","Pfizer","2021-07-03",53
"Mpumalanga","Pfizer","2021-07-04",63
"Mpumalanga","Pfizer","2021-07-05",3840
"Mpumalanga","Pfizer","2021-07-06",4981
"Mpumalanga","Pfizer","2021-07-07",6145
"Mpumalanga","Pfizer","2021-07-08",5705
"Mpumalanga","Pfizer","2021-07-09",5473
"Mpumalanga","Pfizer","2021-07-10",946
"Mpumalanga","Pfizer","2021-07-11",516
"Mpumalanga","Pfizer","2021-07-12",6646
"Mpumalanga","Pfizer","2021-07-13",5499
"Mpumalanga","Pfizer","2021-07-14",5313
"Mpumalanga","Pfizer","2021-07-15",6119
"Mpumalanga","Pfizer","2021-07-16",7079
"Mpumalanga","Pfizer","2021-07-17",520
"Mpumalanga","Pfizer","2021-07-18",75
"Mpumalanga","Pfizer","2021-07-19",8627
"Mpumalanga","Pfizer","2021-07-20",9406
"Mpumalanga","Pfizer","2021-07-21",10778
"Mpumalanga","Pfizer","2021-07-22",10337
"Mpumalanga","Pfizer","2021-07-23",8089
"Mpumalanga","Pfizer","2021-07-24",1008
"Mpumalanga","Pfizer","2021-07-25",92
"Mpumalanga","Pfizer","2021-07-26",8732
"Mpumalanga","Pfizer","2021-07-27",9259
"Mpumalanga","Pfizer","2021-07-28",7569
"Mpumalanga","Pfizer","2021-07-29",5693
"Mpumalanga","Pfizer","2021-07-30",4155
"Mpumalanga","Pfizer","2021-07-31",312
"Mpumalanga","Pfizer","2021-08-01",26
"Mpumalanga","Pfizer","2021-08-02",4436
"Mpumalanga","Pfizer","2021-08-03",4494
"Mpumalanga","Pfizer","2021-08-04",4320
"Mpumalanga","Pfizer","2021-08-05",3272
"Mpumalanga","Pfizer","2021-08-06",2739
"Mpumalanga","Pfizer","2021-08-07",298
"Mpumalanga","Pfizer","2021-08-08",62
"Mpumalanga","Pfizer","2021-08-09",236
"Mpumalanga","Pfizer","2021-08-10",2677
"Mpumalanga","Pfizer","2021-08-11",2950
"Mpumalanga","Pfizer","2021-08-12",3203
"Mpumalanga","Pfizer","2021-08-13",2925
"Mpumalanga","Pfizer","2021-08-14",257
"Mpumalanga","Pfizer","2021-08-15",14
"Mpumalanga","Pfizer","2021-08-16",3146
"Mpumalanga","Pfizer","2021-08-17",3183
"Mpumalanga","Pfizer","2021-08-18",3292
"Mpumalanga","Pfizer","2021-08-19",3979
"Mpumalanga","Pfizer","2021-08-20",4736
"Mpumalanga","Pfizer","2021-08-21",1164
"Mpumalanga","Pfizer","2021-08-22",74
"Mpumalanga","Pfizer","2021-08-23",6083
"Mpumalanga","Pfizer","2021-08-24",6981
"Mpumalanga","Pfizer","2021-08-25",7362
"Mpumalanga","Pfizer","2021-08-26",7858
"Mpumalanga","Pfizer","2021-08-27",6703
"Mpumalanga","Pfizer","2021-08-28",1256
"Mpumalanga","Pfizer","2021-08-29",124
"Mpumalanga","Pfizer","2021-08-30",5517
"Mpumalanga","Pfizer","2021-08-31",6001
"Mpumalanga","Pfizer","2021-09-01",5455
"Mpumalanga","Pfizer","2021-09-02",5214
"Mpumalanga","Pfizer","2021-09-03",4405
"Mpumalanga","Pfizer","2021-09-04",509
"Mpumalanga","Pfizer","2021-09-05",26
"Mpumalanga","Pfizer","2021-09-06",3606
"Mpumalanga","Pfizer","2021-09-07",4134
"Mpumalanga","Pfizer","2021-09-08",3449
"Mpumalanga","Pfizer","2021-09-09",4043
"Mpumalanga","Pfizer","2021-09-10",3743
"Mpumalanga","Pfizer","2021-09-11",652
"Mpumalanga","Pfizer","2021-09-12",94
"Mpumalanga","Pfizer","2021-09-13",3966
"Mpumalanga","Pfizer","2021-09-14",4674
"Mpumalanga","Pfizer","2021-09-15",4444
"Mpumalanga","Pfizer","2021-09-16",3681
"Mpumalanga","Pfizer","2021-09-17",3377
"Mpumalanga","Pfizer","2021-09-18",517
"Mpumalanga","Pfizer","2021-09-19",52
"Mpumalanga","Pfizer","2021-09-20",2923
"Mpumalanga","Pfizer","2021-09-21",2871
"Mpumalanga","Pfizer","2021-09-22",2848
"Mpumalanga","Pfizer","2021-09-23",2637
"Mpumalanga","Pfizer","2021-09-24",204
"Mpumalanga","Pfizer","2021-09-25",363
"Mpumalanga","Pfizer","2021-09-26",36
"Mpumalanga","Pfizer","2021-09-27",2074
"Mpumalanga","Pfizer","2021-09-28",1937
"Mpumalanga","Pfizer","2021-09-29",1842
"Mpumalanga","Pfizer","2021-09-30",1579
"Mpumalanga","Pfizer","2021-10-01",1507
"Mpumalanga","Pfizer","2021-10-02",762
"Mpumalanga","Pfizer","2021-10-03",208
"Mpumalanga","Pfizer","2021-10-04",1393
"Mpumalanga","Pfizer","2021-10-05",1394
"Mpumalanga","Pfizer","2021-10-06",941
"Mpumalanga","Pfizer","2021-10-07",1360
"Mpumalanga","Pfizer","2021-10-08",1511
"Mpumalanga","Pfizer","2021-10-09",456
"Mpumalanga","Pfizer","2021-10-10",30
"Mpumalanga","Pfizer","2021-10-11",1335
"Mpumalanga","Pfizer","2021-10-12",1154
"Mpumalanga","Pfizer","2021-10-13",1420
"Mpumalanga","Pfizer","2021-10-14",1663
"Mpumalanga","Pfizer","2021-10-15",1658
"Mpumalanga","Pfizer","2021-10-16",259
"Mpumalanga","Pfizer","2021-10-17",29
"Mpumalanga","Pfizer","2021-10-18",1587
"Mpumalanga","Pfizer","2021-10-19",1437
"Mpumalanga","Pfizer","2021-10-20",1486
"Mpumalanga","Pfizer","2021-10-21",1439
"Mpumalanga","Pfizer","2021-10-22",1169
"Mpumalanga","Pfizer","2021-10-23",273
"Mpumalanga","Pfizer","2021-10-24",19
"Mpumalanga","Pfizer","2021-10-25",871
"Mpumalanga","Pfizer","2021-10-26",995
"Mpumalanga","Pfizer","2021-10-27",894
"Mpumalanga","Pfizer","2021-10-28",1201
"Mpumalanga","Pfizer","2021-10-29",897
"Mpumalanga","Pfizer","2021-10-30",269
"Mpumalanga","Pfizer","2021-10-31",85
"Mpumalanga","Pfizer","2021-11-01",319
"Mpumalanga","Pfizer","2021-11-02",1234
"Mpumalanga","Pfizer","2021-11-03",1290
"Mpumalanga","Pfizer","2021-11-04",1131
"Mpumalanga","Pfizer","2021-11-05",1030
"Mpumalanga","Pfizer","2021-11-06",251
"Mpumalanga","Pfizer","2021-11-07",14
"Mpumalanga","Pfizer","2021-11-08",750
"Mpumalanga","Pfizer","2021-11-09",955
"Mpumalanga","Pfizer","2021-11-10",848
"Mpumalanga","Pfizer","2021-11-11",1017
"Mpumalanga","Pfizer","2021-11-12",1135
"Mpumalanga","Pfizer","2021-11-13",451
"Mpumalanga","Pfizer","2021-11-14",230
"Mpumalanga","Pfizer","2021-11-15",963
"Mpumalanga","Pfizer","2021-11-16",1027
"Mpumalanga","Pfizer","2021-11-17",909
"Mpumalanga","Pfizer","2021-11-18",948
"Mpumalanga","Pfizer","2021-11-19",941
"Mpumalanga","Pfizer","2021-11-20",197
"Mpumalanga","Pfizer","2021-11-21",14
"Mpumalanga","Pfizer","2021-11-22",786
"Mpumalanga","Pfizer","2021-11-23",837
"Mpumalanga","Pfizer","2021-11-24",831
"Mpumalanga","Pfizer","2021-11-25",806
"Mpumalanga","Pfizer","2021-11-26",742
"Mpumalanga","Pfizer","2021-11-27",201
"Mpumalanga","Pfizer","2021-11-28",20
"Mpumalanga","Pfizer","2021-11-29",1658
"Mpumalanga","Pfizer","2021-11-30",1668
"Mpumalanga","Pfizer","2021-12-01",1412
"Mpumalanga","Pfizer","2021-12-02",1183
"Mpumalanga","Pfizer","2021-12-03",1189
"Mpumalanga","Pfizer","2021-12-04",494
"Mpumalanga","Pfizer","2021-12-05",149
"Mpumalanga","Pfizer","2021-12-06",1111
"Mpumalanga","Pfizer","2021-12-07",1092
"Mpumalanga","Pfizer","2021-12-08",1127
"Mpumalanga","Pfizer","2021-12-09",1162
"Mpumalanga","Pfizer","2021-12-10",983
"Mpumalanga","Pfizer","2021-12-11",286
"Mpumalanga","Pfizer","2021-12-12",58
"Mpumalanga","Pfizer","2021-12-13",930
"Mpumalanga","Pfizer","2021-12-14",924
"Mpumalanga","Pfizer","2021-12-15",810
"Northern Cape","Johnson & Johnson","2021-02-17",20
"Northern Cape","Johnson & Johnson","2021-02-18",176
"Northern Cape","Johnson & Johnson","2021-02-19",294
"Northern Cape","Johnson & Johnson","2021-02-20",89
"Northern Cape","Johnson & Johnson","2021-02-21",251
"Northern Cape","Johnson & Johnson","2021-02-22",328
"Northern Cape","Johnson & Johnson","2021-02-23",294
"Northern Cape","Johnson & Johnson","2021-02-24",363
"Northern Cape","Johnson & Johnson","2021-02-25",281
"Northern Cape","Johnson & Johnson","2021-02-26",376
"Northern Cape","Johnson & Johnson","2021-02-27",98
"Northern Cape","Johnson & Johnson","2021-02-28",146
"Northern Cape","Johnson & Johnson","2021-03-01",260
"Northern Cape","Johnson & Johnson","2021-03-02",233
"Northern Cape","Johnson & Johnson","2021-03-03",210
"Northern Cape","Johnson & Johnson","2021-03-04",109
"Northern Cape","Johnson & Johnson","2021-03-05",182
"Northern Cape","Johnson & Johnson","2021-03-06",53
"Northern Cape","Johnson & Johnson","2021-03-07",140
"Northern Cape","Johnson & Johnson","2021-03-08",149
"Northern Cape","Johnson & Johnson","2021-03-09",103
"Northern Cape","Johnson & Johnson","2021-03-10",82
"Northern Cape","Johnson & Johnson","2021-03-11",79
"Northern Cape","Johnson & Johnson","2021-03-12",29
"Northern Cape","Johnson & Johnson","2021-03-13",9
"Northern Cape","Johnson & Johnson","2021-03-15",4
"Northern Cape","Johnson & Johnson","2021-03-16",19
"Northern Cape","Johnson & Johnson","2021-03-17",46
"Northern Cape","Johnson & Johnson","2021-03-18",84
"Northern Cape","Johnson & Johnson","2021-03-19",63
"Northern Cape","Johnson & Johnson","2021-03-23",98
"Northern Cape","Johnson & Johnson","2021-03-24",92
"Northern Cape","Johnson & Johnson","2021-03-25",58
"Northern Cape","Johnson & Johnson","2021-03-27",192
"Northern Cape","Johnson & Johnson","2021-03-28",144
"Northern Cape","Johnson & Johnson","2021-03-29",204
"Northern Cape","Johnson & Johnson","2021-03-30",138
"Northern Cape","Johnson & Johnson","2021-04-08",88
"Northern Cape","Johnson & Johnson","2021-04-09",109
"Northern Cape","Johnson & Johnson","2021-04-10",38
"Northern Cape","Johnson & Johnson","2021-04-12",115
"Northern Cape","Johnson & Johnson","2021-04-13",151
"Northern Cape","Johnson & Johnson","2021-04-29",87
"Northern Cape","Johnson & Johnson","2021-04-30",151
"Northern Cape","Johnson & Johnson","2021-05-01",42
"Northern Cape","Johnson & Johnson","2021-05-02",10
"Northern Cape","Johnson & Johnson","2021-05-03",40
"Northern Cape","Johnson & Johnson","2021-05-04",176
"Northern Cape","Johnson & Johnson","2021-05-05",193
"Northern Cape","Johnson & Johnson","2021-05-06",227
"Northern Cape","Johnson & Johnson","2021-05-07",260
"Northern Cape","Johnson & Johnson","2021-05-08",74
"Northern Cape","Johnson & Johnson","2021-05-09",38
"Northern Cape","Johnson & Johnson","2021-05-10",277
"Northern Cape","Johnson & Johnson","2021-05-11",353
"Northern Cape","Johnson & Johnson","2021-05-12",486
"Northern Cape","Johnson & Johnson","2021-05-13",464
"Northern Cape","Johnson & Johnson","2021-05-14",420
"Northern Cape","Johnson & Johnson","2021-05-15",51
"Northern Cape","Johnson & Johnson","2021-05-17",1
"Northern Cape","Johnson & Johnson","2021-05-19",2
"Northern Cape","Johnson & Johnson","2021-05-22",1
"Northern Cape","Johnson & Johnson","2021-05-23",2
"Northern Cape","Johnson & Johnson","2021-05-27",1
"Northern Cape","Johnson & Johnson","2021-06-21",1
"Northern Cape","Johnson & Johnson","2021-06-23",718
"Northern Cape","Johnson & Johnson","2021-06-24",1263
"Northern Cape","Johnson & Johnson","2021-06-25",893
"Northern Cape","Johnson & Johnson","2021-06-26",105
"Northern Cape","Johnson & Johnson","2021-06-27",80
"Northern Cape","Johnson & Johnson","2021-06-28",745
"Northern Cape","Johnson & Johnson","2021-06-29",1043
"Northern Cape","Johnson & Johnson","2021-06-30",920
"Northern Cape","Johnson & Johnson","2021-07-01",918
"Northern Cape","Johnson & Johnson","2021-07-02",893
"Northern Cape","Johnson & Johnson","2021-07-03",10
"Northern Cape","Johnson & Johnson","2021-07-05",436
"Northern Cape","Johnson & Johnson","2021-07-06",510
"Northern Cape","Johnson & Johnson","2021-07-07",434
"Northern Cape","Johnson & Johnson","2021-07-08",708
"Northern Cape","Johnson & Johnson","2021-07-09",220
"Northern Cape","Johnson & Johnson","2021-07-11",14
"Northern Cape","Johnson & Johnson","2021-07-12",442
"Northern Cape","Johnson & Johnson","2021-07-13",472
"Northern Cape","Johnson & Johnson","2021-07-14",862
"Northern Cape","Johnson & Johnson","2021-07-15",242
"Northern Cape","Johnson & Johnson","2021-07-16",902
"Northern Cape","Johnson & Johnson","2021-07-17",179
"Northern Cape","Johnson & Johnson","2021-07-18",1101
"Northern Cape","Johnson & Johnson","2021-07-19",1360
"Northern Cape","Johnson & Johnson","2021-07-20",1641
"Northern Cape","Johnson & Johnson","2021-07-21",1798
"Northern Cape","Johnson & Johnson","2021-07-22",1572
"Northern Cape","Johnson & Johnson","2021-07-23",1947
"Northern Cape","Johnson & Johnson","2021-07-24",1446
"Northern Cape","Johnson & Johnson","2021-07-25",1240
"Northern Cape","Johnson & Johnson","2021-07-26",2402
"Northern Cape","Johnson & Johnson","2021-07-27",3132
"Northern Cape","Johnson & Johnson","2021-07-28",2802
"Northern Cape","Johnson & Johnson","2021-07-29",3050
"Northern Cape","Johnson & Johnson","2021-07-30",2688
"Northern Cape","Johnson & Johnson","2021-07-31",1410
"Northern Cape","Johnson & Johnson","2021-08-01",737
"Northern Cape","Johnson & Johnson","2021-08-02",2555
"Northern Cape","Johnson & Johnson","2021-08-03",2962
"Northern Cape","Johnson & Johnson","2021-08-04",2187
"Northern Cape","Johnson & Johnson","2021-08-05",2670
"Northern Cape","Johnson & Johnson","2021-08-06",2134
"Northern Cape","Johnson & Johnson","2021-08-07",664
"Northern Cape","Johnson & Johnson","2021-08-08",340
"Northern Cape","Johnson & Johnson","2021-08-09",1090
"Northern Cape","Johnson & Johnson","2021-08-10",1830
"Northern Cape","Johnson & Johnson","2021-08-11",1696
"Northern Cape","Johnson & Johnson","2021-08-12",1281
"Northern Cape","Johnson & Johnson","2021-08-13",1321
"Northern Cape","Johnson & Johnson","2021-08-14",128
"Northern Cape","Johnson & Johnson","2021-08-15",139
"Northern Cape","Johnson & Johnson","2021-08-16",876
"Northern Cape","Johnson & Johnson","2021-08-17",1025
"Northern Cape","Johnson & Johnson","2021-08-18",1018
"Northern Cape","Johnson & Johnson","2021-08-19",1240
"Northern Cape","Johnson & Johnson","2021-08-20",1775
"Northern Cape","Johnson & Johnson","2021-08-21",726
"Northern Cape","Johnson & Johnson","2021-08-22",210
"Northern Cape","Johnson & Johnson","2021-08-23",825
"Northern Cape","Johnson & Johnson","2021-08-24",1072
"Northern Cape","Johnson & Johnson","2021-08-25",1107
"Northern Cape","Johnson & Johnson","2021-08-26",993
"Northern Cape","Johnson & Johnson","2021-08-27",1024
"Northern Cape","Johnson & Johnson","2021-08-28",553
"Northern Cape","Johnson & Johnson","2021-08-29",608
"Northern Cape","Johnson & Johnson","2021-08-30",1057
"Northern Cape","Johnson & Johnson","2021-08-31",1038
"Northern Cape","Johnson & Johnson","2021-09-01",1163
"Northern Cape","Johnson & Johnson","2021-09-02",1172
"Northern Cape","Johnson & Johnson","2021-09-03",1286
"Northern Cape","Johnson & Johnson","2021-09-04",681
"Northern Cape","Johnson & Johnson","2021-09-05",147
"Northern Cape","Johnson & Johnson","2021-09-06",646
"Northern Cape","Johnson & Johnson","2021-09-07",835
"Northern Cape","Johnson & Johnson","2021-09-08",1351
"Northern Cape","Johnson & Johnson","2021-09-09",1123
"Northern Cape","Johnson & Johnson","2021-09-10",1001
"Northern Cape","Johnson & Johnson","2021-09-11",597
"Northern Cape","Johnson & Johnson","2021-09-12",378
"Northern Cape","Johnson & Johnson","2021-09-13",538
"Northern Cape","Johnson & Johnson","2021-09-14",1000
"Northern Cape","Johnson & Johnson","2021-09-15",1021
"Northern Cape","Johnson & Johnson","2021-09-16",702
"Northern Cape","Johnson & Johnson","2021-09-17",1475
"Northern Cape","Johnson & Johnson","2021-09-18",534
"Northern Cape","Johnson & Johnson","2021-09-19",138
"Northern Cape","Johnson & Johnson","2021-09-20",575
"Northern Cape","Johnson & Johnson","2021-09-21",1621
"Northern Cape","Johnson & Johnson","2021-09-22",976
"Northern Cape","Johnson & Johnson","2021-09-23",867
"Northern Cape","Johnson & Johnson","2021-09-24",143
"Northern Cape","Johnson & Johnson","2021-09-25",4
"Northern Cape","Johnson & Johnson","2021-09-26",28
"Northern Cape","Johnson & Johnson","2021-09-27",297
"Northern Cape","Johnson & Johnson","2021-09-28",1200
"Northern Cape","Johnson & Johnson","2021-09-29",327
"Northern Cape","Johnson & Johnson","2021-09-30",319
"Northern Cape","Johnson & Johnson","2021-10-01",748
"Northern Cape","Johnson & Johnson","2021-10-02",1103
"Northern Cape","Johnson & Johnson","2021-10-03",1149
"Northern Cape","Johnson & Johnson","2021-10-04",1097
"Northern Cape","Johnson & Johnson","2021-10-05",599
"Northern Cape","Johnson & Johnson","2021-10-06",758
"Northern Cape","Johnson & Johnson","2021-10-07",1207
"Northern Cape","Johnson & Johnson","2021-10-08",1138
"Northern Cape","Johnson & Johnson","2021-10-09",272
"Northern Cape","Johnson & Johnson","2021-10-10",92
"Northern Cape","Johnson & Johnson","2021-10-11",687
"Northern Cape","Johnson & Johnson","2021-10-12",1405
"Northern Cape","Johnson & Johnson","2021-10-13",1178
"Northern Cape","Johnson & Johnson","2021-10-14",1883
"Northern Cape","Johnson & Johnson","2021-10-15",2014
"Northern Cape","Johnson & Johnson","2021-10-16",463
"Northern Cape","Johnson & Johnson","2021-10-17",496
"Northern Cape","Johnson & Johnson","2021-10-18",1350
"Northern Cape","Johnson & Johnson","2021-10-19",2794
"Northern Cape","Johnson & Johnson","2021-10-20",2595
"Northern Cape","Johnson & Johnson","2021-10-21",3015
"Northern Cape","Johnson & Johnson","2021-10-22",2339
"Northern Cape","Johnson & Johnson","2021-10-23",831
"Northern Cape","Johnson & Johnson","2021-10-24",221
"Northern Cape","Johnson & Johnson","2021-10-25",1509
"Northern Cape","Johnson & Johnson","2021-10-26",2579
"Northern Cape","Johnson & Johnson","2021-10-27",1621
"Northern Cape","Johnson & Johnson","2021-10-28",1814
"Northern Cape","Johnson & Johnson","2021-10-29",1459
"Northern Cape","Johnson & Johnson","2021-10-30",147
"Northern Cape","Johnson & Johnson","2021-10-31",66
"Northern Cape","Johnson & Johnson","2021-11-01",917
"Northern Cape","Johnson & Johnson","2021-11-02",1080
"Northern Cape","Johnson & Johnson","2021-11-03",1431
"Northern Cape","Johnson & Johnson","2021-11-04",1648
"Northern Cape","Johnson & Johnson","2021-11-05",1373
"Northern Cape","Johnson & Johnson","2021-11-06",65
"Northern Cape","Johnson & Johnson","2021-11-07",17
"Northern Cape","Johnson & Johnson","2021-11-08",724
"Northern Cape","Johnson & Johnson","2021-11-09",1171
"Northern Cape","Johnson & Johnson","2021-11-10",1175
"Northern Cape","Johnson & Johnson","2021-11-11",1124
"Northern Cape","Johnson & Johnson","2021-11-12",1597
"Northern Cape","Johnson & Johnson","2021-11-13",1183
"Northern Cape","Johnson & Johnson","2021-11-14",738
"Northern Cape","Johnson & Johnson","2021-11-15",793
"Northern Cape","Johnson & Johnson","2021-11-16",1219
"Northern Cape","Johnson & Johnson","2021-11-17",1215
"Northern Cape","Johnson & Johnson","2021-11-18",973
"Northern Cape","Johnson & Johnson","2021-11-19",1110
"Northern Cape","Johnson & Johnson","2021-11-20",312
"Northern Cape","Johnson & Johnson","2021-11-21",136
"Northern Cape","Johnson & Johnson","2021-11-22",755
"Northern Cape","Johnson & Johnson","2021-11-23",1042
"Northern Cape","Johnson & Johnson","2021-11-24",1144
"Northern Cape","Johnson & Johnson","2021-11-25",1313
"Northern Cape","Johnson & Johnson","2021-11-26",804
"Northern Cape","Johnson & Johnson","2021-11-27",88
"Northern Cape","Johnson & Johnson","2021-11-28",106
"Northern Cape","Johnson & Johnson","2021-11-29",1132
"Northern Cape","Johnson & Johnson","2021-11-30",1750
"Northern Cape","Johnson & Johnson","2021-12-01",1295
"Northern Cape","Johnson & Johnson","2021-12-02",1318
"Northern Cape","Johnson & Johnson","2021-12-03",1434
"Northern Cape","Johnson & Johnson","2021-12-04",1040
"Northern Cape","Johnson & Johnson","2021-12-05",376
"Northern Cape","Johnson & Johnson","2021-12-06",1032
"Northern Cape","Johnson & Johnson","2021-12-07",1486
"Northern Cape","Johnson & Johnson","2021-12-08",1644
"Northern Cape","Johnson & Johnson","2021-12-09",1439
"Northern Cape","Johnson & Johnson","2021-12-10",1096
"Northern Cape","Johnson & Johnson","2021-12-11",141
"Northern Cape","Johnson & Johnson","2021-12-12",330
"Northern Cape","Johnson & Johnson","2021-12-13",850
"Northern Cape","Johnson & Johnson","2021-12-14",953
"Northern Cape","Johnson & Johnson","2021-12-15",661
"Northern Cape","Pfizer","2021-05-17",178
"Northern Cape","Pfizer","2021-05-18",308
"Northern Cape","Pfizer","2021-05-19",341
"Northern Cape","Pfizer","2021-05-20",487
"Northern Cape","Pfizer","2021-05-21",390
"Northern Cape","Pfizer","2021-05-22",133
"Northern Cape","Pfizer","2021-05-23",96
"Northern Cape","Pfizer","2021-05-24",615
"Northern Cape","Pfizer","2021-05-25",806
