"province","age_group","sex","vaccination_date","total_number_individuals_vaccinated"
"Northern Cape","50-59","Male","2021-09-09",195
"Northern Cape","50-59","Male","2021-09-10",161
"Northern Cape","50-59","Male","2021-09-11",59
"Northern Cape","50-59","Male","2021-09-12",46
"Northern Cape","50-59","Male","2021-09-13",165
"Northern Cape","50-59","Male","2021-09-14",294
"Northern Cape","50-59","Male","2021-09-15",242
"Northern Cape","50-59","Male","2021-09-16",235
"Northern Cape","50-59","Male","2021-09-17",223
"Northern Cape","50-59","Male","2021-09-18",57
"Northern Cape","50-59","Male","2021-09-19",18
"Northern Cape","50-59","Male","2021-09-20",154
"Northern Cape","50-59","Male","2021-09-21",253
"Northern Cape","50-59","Male","2021-09-22",194
"Northern Cape","50-59","Male","2021-09-23",139
"Northern Cape","50-59","Male","2021-09-24",57
"Northern Cape","50-59","Male","2021-09-25",12
"Northern Cape","50-59","Male","2021-09-26",10
"Northern Cape","50-59","Male","2021-09-27",98
"Northern Cape","50-59","Male","2021-09-28",157
"Northern Cape","50-59","Male","2021-09-29",133
"Northern Cape","50-59","Male","2021-09-30",100
"Northern Cape","50-59","Male","2021-10-01",191
"Northern Cape","50-59","Male","2021-10-02",214
"Northern Cape","50-59","Male","2021-10-03",102
"Northern Cape","50-59","Male","2021-10-04",133
"Northern Cape","50-59","Male","2021-10-05",133
"Northern Cape","50-59","Male","2021-10-06",136
"Northern Cape","50-59","Male","2021-10-07",146
"Northern Cape","50-59","Male","2021-10-08",126
"Northern Cape","50-59","Male","2021-10-09",33
"Northern Cape","50-59","Male","2021-10-10",12
"Northern Cape","50-59","Male","2021-10-11",82
"Northern Cape","50-59","Male","2021-10-12",151
"Northern Cape","50-59","Male","2021-10-13",123
"Northern Cape","50-59","Male","2021-10-14",189
"Northern Cape","50-59","Male","2021-10-15",111
"Northern Cape","50-59","Male","2021-10-16",31
"Northern Cape","50-59","Male","2021-10-17",36
"Northern Cape","50-59","Male","2021-10-18",109
"Northern Cape","50-59","Male","2021-10-19",158
"Northern Cape","50-59","Male","2021-10-20",157
"Northern Cape","50-59","Male","2021-10-21",186
"Northern Cape","50-59","Male","2021-10-22",122
"Northern Cape","50-59","Male","2021-10-23",19
"Northern Cape","50-59","Male","2021-10-24",16
"Northern Cape","50-59","Male","2021-10-25",104
"Northern Cape","50-59","Male","2021-10-26",168
"Northern Cape","50-59","Male","2021-10-27",105
"Northern Cape","50-59","Male","2021-10-28",120
"Northern Cape","50-59","Male","2021-10-29",94
"Northern Cape","50-59","Male","2021-10-30",9
"Northern Cape","50-59","Male","2021-10-31",4
"Northern Cape","50-59","Male","2021-11-01",70
"Northern Cape","50-59","Male","2021-11-02",90
"Northern Cape","50-59","Male","2021-11-03",96
"Northern Cape","50-59","Male","2021-11-04",104
"Northern Cape","50-59","Male","2021-11-05",72
"Northern Cape","50-59","Male","2021-11-06",6
"Northern Cape","50-59","Male","2021-11-07",2
"Northern Cape","50-59","Male","2021-11-08",62
"Northern Cape","50-59","Male","2021-11-09",56
"Northern Cape","50-59","Male","2021-11-10",84
"Northern Cape","50-59","Male","2021-11-11",74
"Northern Cape","50-59","Male","2021-11-12",113
"Northern Cape","50-59","Male","2021-11-13",91
"Northern Cape","50-59","Male","2021-11-14",48
"Northern Cape","50-59","Male","2021-11-15",61
"Northern Cape","50-59","Male","2021-11-16",98
"Northern Cape","50-59","Male","2021-11-17",102
"Northern Cape","50-59","Male","2021-11-18",68
"Northern Cape","50-59","Male","2021-11-19",71
"Northern Cape","50-59","Male","2021-11-20",24
"Northern Cape","50-59","Male","2021-11-21",10
"Northern Cape","50-59","Male","2021-11-22",48
"Northern Cape","50-59","Male","2021-11-23",71
"Northern Cape","50-59","Male","2021-11-24",88
"Northern Cape","50-59","Male","2021-11-25",69
"Northern Cape","50-59","Male","2021-11-26",50
"Northern Cape","50-59","Male","2021-11-27",12
"Northern Cape","50-59","Male","2021-11-28",9
"Northern Cape","50-59","Male","2021-11-29",111
"Northern Cape","50-59","Male","2021-11-30",143
"Northern Cape","50-59","Male","2021-12-01",110
"Northern Cape","50-59","Male","2021-12-02",86
"Northern Cape","50-59","Male","2021-12-03",118
"Northern Cape","50-59","Male","2021-12-04",62
"Northern Cape","50-59","Male","2021-12-05",36
"Northern Cape","50-59","Male","2021-12-06",76
"Northern Cape","50-59","Male","2021-12-07",101
"Northern Cape","50-59","Male","2021-12-08",122
"Northern Cape","50-59","Male","2021-12-09",92
"Northern Cape","50-59","Male","2021-12-10",83
"Northern Cape","50-59","Male","2021-12-11",15
"Northern Cape","50-59","Male","2021-12-12",22
"Northern Cape","50-59","Male","2021-12-13",81
"Northern Cape","50-59","Male","2021-12-14",67
"Northern Cape","50-59","Male","2021-12-15",62
"Northern Cape","60+","Female","2021-02-18",13
"Northern Cape","60+","Female","2021-02-19",19
"Northern Cape","60+","Female","2021-02-20",5
"Northern Cape","60+","Female","2021-02-21",19
"Northern Cape","60+","Female","2021-02-22",26
"Northern Cape","60+","Female","2021-02-23",17
"Northern Cape","60+","Female","2021-02-24",21
"Northern Cape","60+","Female","2021-02-25",19
"Northern Cape","60+","Female","2021-02-26",20
"Northern Cape","60+","Female","2021-02-27",4
"Northern Cape","60+","Female","2021-02-28",8
"Northern Cape","60+","Female","2021-03-01",17
"Northern Cape","60+","Female","2021-03-02",18
"Northern Cape","60+","Female","2021-03-03",15
"Northern Cape","60+","Female","2021-03-04",10
"Northern Cape","60+","Female","2021-03-05",7
"Northern Cape","60+","Female","2021-03-06",11
"Northern Cape","60+","Female","2021-03-07",76
"Northern Cape","60+","Female","2021-03-08",20
"Northern Cape","60+","Female","2021-03-09",11
"Northern Cape","60+","Female","2021-03-10",2
"Northern Cape","60+","Female","2021-03-11",2
"Northern Cape","60+","Female","2021-03-13",1
"Northern Cape","60+","Female","2021-03-16",3
"Northern Cape","60+","Female","2021-03-17",4
"Northern Cape","60+","Female","2021-03-18",1
"Northern Cape","60+","Female","2021-03-19",2
"Northern Cape","60+","Female","2021-03-23",4
"Northern Cape","60+","Female","2021-03-24",2
"Northern Cape","60+","Female","2021-03-25",2
"Northern Cape","60+","Female","2021-03-27",14
"Northern Cape","60+","Female","2021-03-28",14
"Northern Cape","60+","Female","2021-03-29",13
"Northern Cape","60+","Female","2021-03-30",9
"Northern Cape","60+","Female","2021-04-08",3
"Northern Cape","60+","Female","2021-04-09",4
"Northern Cape","60+","Female","2021-04-10",1
"Northern Cape","60+","Female","2021-04-12",8
"Northern Cape","60+","Female","2021-04-13",11
"Northern Cape","60+","Female","2021-04-29",5
"Northern Cape","60+","Female","2021-04-30",4
"Northern Cape","60+","Female","2021-05-01",2
"Northern Cape","60+","Female","2021-05-02",1
"Northern Cape","60+","Female","2021-05-03",3
"Northern Cape","60+","Female","2021-05-04",16
"Northern Cape","60+","Female","2021-05-05",12
"Northern Cape","60+","Female","2021-05-06",18
"Northern Cape","60+","Female","2021-05-07",17
"Northern Cape","60+","Female","2021-05-08",3
"Northern Cape","60+","Female","2021-05-10",18
"Northern Cape","60+","Female","2021-05-11",27
"Northern Cape","60+","Female","2021-05-12",33
"Northern Cape","60+","Female","2021-05-13",36
"Northern Cape","60+","Female","2021-05-14",37
"Northern Cape","60+","Female","2021-05-15",3
"Northern Cape","60+","Female","2021-05-17",90
"Northern Cape","60+","Female","2021-05-18",124
"Northern Cape","60+","Female","2021-05-19",179
"Northern Cape","60+","Female","2021-05-20",247
"Northern Cape","60+","Female","2021-05-21",175
"Northern Cape","60+","Female","2021-05-22",66
"Northern Cape","60+","Female","2021-05-23",51
"Northern Cape","60+","Female","2021-05-24",331
"Northern Cape","60+","Female","2021-05-25",402
"Northern Cape","60+","Female","2021-05-26",405
"Northern Cape","60+","Female","2021-05-27",380
"Northern Cape","60+","Female","2021-05-28",328
"Northern Cape","60+","Female","2021-05-31",384
"Northern Cape","60+","Female","2021-06-01",281
"Northern Cape","60+","Female","2021-06-02",282
"Northern Cape","60+","Female","2021-06-03",248
"Northern Cape","60+","Female","2021-06-04",206
"Northern Cape","60+","Female","2021-06-07",433
"Northern Cape","60+","Female","2021-06-08",469
"Northern Cape","60+","Female","2021-06-09",543
"Northern Cape","60+","Female","2021-06-10",517
"Northern Cape","60+","Female","2021-06-11",578
"Northern Cape","60+","Female","2021-06-12",10
"Northern Cape","60+","Female","2021-06-14",538
"Northern Cape","60+","Female","2021-06-15",522
"Northern Cape","60+","Female","2021-06-17",796
"Northern Cape","60+","Female","2021-06-18",536
"Northern Cape","60+","Female","2021-06-21",699
"Northern Cape","60+","Female","2021-06-22",827
"Northern Cape","60+","Female","2021-06-23",588
"Northern Cape","60+","Female","2021-06-24",665
"Northern Cape","60+","Female","2021-06-25",401
"Northern Cape","60+","Female","2021-06-26",7
"Northern Cape","60+","Female","2021-06-28",636
"Northern Cape","60+","Female","2021-06-29",708
"Northern Cape","60+","Female","2021-06-30",649
"Northern Cape","60+","Female","2021-07-01",512
"Northern Cape","60+","Female","2021-07-02",519
"Northern Cape","60+","Female","2021-07-03",62
"Northern Cape","60+","Female","2021-07-05",611
"Northern Cape","60+","Female","2021-07-06",611
"Northern Cape","60+","Female","2021-07-07",851
"Northern Cape","60+","Female","2021-07-08",938
"Northern Cape","60+","Female","2021-07-09",820
"Northern Cape","60+","Female","2021-07-10",18
"Northern Cape","60+","Female","2021-07-12",839
"Northern Cape","60+","Female","2021-07-13",719
"Northern Cape","60+","Female","2021-07-14",700
"Northern Cape","60+","Female","2021-07-15",527
"Northern Cape","60+","Female","2021-07-16",535
"Northern Cape","60+","Female","2021-07-17",95
"Northern Cape","60+","Female","2021-07-18",415
"Northern Cape","60+","Female","2021-07-19",869
"Northern Cape","60+","Female","2021-07-20",743
"Northern Cape","60+","Female","2021-07-21",623
"Northern Cape","60+","Female","2021-07-22",442
"Northern Cape","60+","Female","2021-07-23",332
"Northern Cape","60+","Female","2021-07-24",116
"Northern Cape","60+","Female","2021-07-25",76
"Northern Cape","60+","Female","2021-07-26",345
"Northern Cape","60+","Female","2021-07-27",410
"Northern Cape","60+","Female","2021-07-28",331
"Northern Cape","60+","Female","2021-07-29",407
"Northern Cape","60+","Female","2021-07-30",282
"Northern Cape","60+","Female","2021-07-31",171
"Northern Cape","60+","Female","2021-08-01",118
"Northern Cape","60+","Female","2021-08-02",280
"Northern Cape","60+","Female","2021-08-03",338
"Northern Cape","60+","Female","2021-08-04",288
"Northern Cape","60+","Female","2021-08-05",237
"Northern Cape","60+","Female","2021-08-06",223
"Northern Cape","60+","Female","2021-08-07",48
"Northern Cape","60+","Female","2021-08-08",38
"Northern Cape","60+","Female","2021-08-09",203
"Northern Cape","60+","Female","2021-08-10",247
"Northern Cape","60+","Female","2021-08-11",219
"Northern Cape","60+","Female","2021-08-12",191
"Northern Cape","60+","Female","2021-08-13",165
"Northern Cape","60+","Female","2021-08-14",13
"Northern Cape","60+","Female","2021-08-15",13
"Northern Cape","60+","Female","2021-08-16",139
"Northern Cape","60+","Female","2021-08-17",183
"Northern Cape","60+","Female","2021-08-18",168
"Northern Cape","60+","Female","2021-08-19",154
"Northern Cape","60+","Female","2021-08-20",182
"Northern Cape","60+","Female","2021-08-21",79
"Northern Cape","60+","Female","2021-08-22",17
"Northern Cape","60+","Female","2021-08-23",130
"Northern Cape","60+","Female","2021-08-24",161
"Northern Cape","60+","Female","2021-08-25",177
"Northern Cape","60+","Female","2021-08-26",126
"Northern Cape","60+","Female","2021-08-27",140
"Northern Cape","60+","Female","2021-08-28",67
"Northern Cape","60+","Female","2021-08-29",36
"Northern Cape","60+","Female","2021-08-30",111
"Northern Cape","60+","Female","2021-08-31",138
"Northern Cape","60+","Female","2021-09-01",159
"Northern Cape","60+","Female","2021-09-02",128
"Northern Cape","60+","Female","2021-09-03",84
"Northern Cape","60+","Female","2021-09-04",23
"Northern Cape","60+","Female","2021-09-05",15
"Northern Cape","60+","Female","2021-09-06",111
"Northern Cape","60+","Female","2021-09-07",112
"Northern Cape","60+","Female","2021-09-08",108
"Northern Cape","60+","Female","2021-09-09",167
"Northern Cape","60+","Female","2021-09-10",117
"Northern Cape","60+","Female","2021-09-11",24
"Northern Cape","60+","Female","2021-09-12",22
"Northern Cape","60+","Female","2021-09-13",114
"Northern Cape","60+","Female","2021-09-14",208
"Northern Cape","60+","Female","2021-09-15",177
"Northern Cape","60+","Female","2021-09-16",158
"Northern Cape","60+","Female","2021-09-17",136
"Northern Cape","60+","Female","2021-09-18",49
"Northern Cape","60+","Female","2021-09-19",10
"Northern Cape","60+","Female","2021-09-20",109
"Northern Cape","60+","Female","2021-09-21",157
"Northern Cape","60+","Female","2021-09-22",135
"Northern Cape","60+","Female","2021-09-23",86
"Northern Cape","60+","Female","2021-09-24",68
"Northern Cape","60+","Female","2021-09-25",8
"Northern Cape","60+","Female","2021-09-26",9
"Northern Cape","60+","Female","2021-09-27",69
"Northern Cape","60+","Female","2021-09-28",133
"Northern Cape","60+","Female","2021-09-29",83
"Northern Cape","60+","Female","2021-09-30",72
"Northern Cape","60+","Female","2021-10-01",114
"Northern Cape","60+","Female","2021-10-02",167
"Northern Cape","60+","Female","2021-10-03",113
"Northern Cape","60+","Female","2021-10-04",83
"Northern Cape","60+","Female","2021-10-05",107
"Northern Cape","60+","Female","2021-10-06",124
"Northern Cape","60+","Female","2021-10-07",72
"Northern Cape","60+","Female","2021-10-08",76
"Northern Cape","60+","Female","2021-10-09",30
"Northern Cape","60+","Female","2021-10-10",5
"Northern Cape","60+","Female","2021-10-11",59
"Northern Cape","60+","Female","2021-10-12",121
"Northern Cape","60+","Female","2021-10-13",103
"Northern Cape","60+","Female","2021-10-14",112
"Northern Cape","60+","Female","2021-10-15",69
"Northern Cape","60+","Female","2021-10-16",8
"Northern Cape","60+","Female","2021-10-17",7
"Northern Cape","60+","Female","2021-10-18",70
"Northern Cape","60+","Female","2021-10-19",99
"Northern Cape","60+","Female","2021-10-20",91
"Northern Cape","60+","Female","2021-10-21",83
"Northern Cape","60+","Female","2021-10-22",71
"Northern Cape","60+","Female","2021-10-23",8
"Northern Cape","60+","Female","2021-10-24",35
"Northern Cape","60+","Female","2021-10-25",65
"Northern Cape","60+","Female","2021-10-26",113
"Northern Cape","60+","Female","2021-10-27",79
"Northern Cape","60+","Female","2021-10-28",86
"Northern Cape","60+","Female","2021-10-29",85
"Northern Cape","60+","Female","2021-10-30",5
"Northern Cape","60+","Female","2021-10-31",1
"Northern Cape","60+","Female","2021-11-01",29
"Northern Cape","60+","Female","2021-11-02",49
"Northern Cape","60+","Female","2021-11-03",64
"Northern Cape","60+","Female","2021-11-04",59
"Northern Cape","60+","Female","2021-11-05",62
"Northern Cape","60+","Female","2021-11-06",5
"Northern Cape","60+","Female","2021-11-07",1
"Northern Cape","60+","Female","2021-11-08",35
"Northern Cape","60+","Female","2021-11-09",56
"Northern Cape","60+","Female","2021-11-10",51
"Northern Cape","60+","Female","2021-11-11",57
"Northern Cape","60+","Female","2021-11-12",92
"Northern Cape","60+","Female","2021-11-13",66
"Northern Cape","60+","Female","2021-11-14",41
"Northern Cape","60+","Female","2021-11-15",52
"Northern Cape","60+","Female","2021-11-16",81
"Northern Cape","60+","Female","2021-11-17",90
"Northern Cape","60+","Female","2021-11-18",53
"Northern Cape","60+","Female","2021-11-19",70
"Northern Cape","60+","Female","2021-11-20",19
"Northern Cape","60+","Female","2021-11-21",10
"Northern Cape","60+","Female","2021-11-22",41
"Northern Cape","60+","Female","2021-11-23",46
"Northern Cape","60+","Female","2021-11-24",69
"Northern Cape","60+","Female","2021-11-25",47
"Northern Cape","60+","Female","2021-11-26",58
"Northern Cape","60+","Female","2021-11-27",3
"Northern Cape","60+","Female","2021-11-28",3
"Northern Cape","60+","Female","2021-11-29",81
"Northern Cape","60+","Female","2021-11-30",107
"Northern Cape","60+","Female","2021-12-01",79
"Northern Cape","60+","Female","2021-12-02",89
"Northern Cape","60+","Female","2021-12-03",87
"Northern Cape","60+","Female","2021-12-04",43
"Northern Cape","60+","Female","2021-12-05",26
"Northern Cape","60+","Female","2021-12-06",51
"Northern Cape","60+","Female","2021-12-07",102
"Northern Cape","60+","Female","2021-12-08",82
"Northern Cape","60+","Female","2021-12-09",86
"Northern Cape","60+","Female","2021-12-10",78
"Northern Cape","60+","Female","2021-12-11",13
"Northern Cape","60+","Female","2021-12-12",22
"Northern Cape","60+","Female","2021-12-13",38
"Northern Cape","60+","Female","2021-12-14",57
"Northern Cape","60+","Female","2021-12-15",38
"Northern Cape","60+","Male","2021-02-17",1
"Northern Cape","60+","Male","2021-02-18",2
"Northern Cape","60+","Male","2021-02-19",12
"Northern Cape","60+","Male","2021-02-20",4
"Northern Cape","60+","Male","2021-02-21",13
"Northern Cape","60+","Male","2021-02-22",5
"Northern Cape","60+","Male","2021-02-23",3
"Northern Cape","60+","Male","2021-02-24",7
"Northern Cape","60+","Male","2021-02-25",6
"Northern Cape","60+","Male","2021-02-26",7
"Northern Cape","60+","Male","2021-02-27",2
"Northern Cape","60+","Male","2021-02-28",7
"Northern Cape","60+","Male","2021-03-01",7
"Northern Cape","60+","Male","2021-03-02",5
"Northern Cape","60+","Male","2021-03-03",4
"Northern Cape","60+","Male","2021-03-04",3
"Northern Cape","60+","Male","2021-03-05",2
"Northern Cape","60+","Male","2021-03-06",1
"Northern Cape","60+","Male","2021-03-07",12
"Northern Cape","60+","Male","2021-03-08",7
"Northern Cape","60+","Male","2021-03-11",2
"Northern Cape","60+","Male","2021-03-12",2
"Northern Cape","60+","Male","2021-03-13",1
"Northern Cape","60+","Male","2021-03-17",3
"Northern Cape","60+","Male","2021-03-18",2
"Northern Cape","60+","Male","2021-03-19",1
"Northern Cape","60+","Male","2021-03-23",2
"Northern Cape","60+","Male","2021-03-24",2
"Northern Cape","60+","Male","2021-03-25",1
"Northern Cape","60+","Male","2021-03-27",4
"Northern Cape","60+","Male","2021-03-28",1
"Northern Cape","60+","Male","2021-03-29",4
"Northern Cape","60+","Male","2021-03-30",2
"Northern Cape","60+","Male","2021-04-08",1
"Northern Cape","60+","Male","2021-04-09",2
"Northern Cape","60+","Male","2021-04-10",1
"Northern Cape","60+","Male","2021-04-12",3
"Northern Cape","60+","Male","2021-04-13",1
"Northern Cape","60+","Male","2021-04-29",1
"Northern Cape","60+","Male","2021-04-30",1
"Northern Cape","60+","Male","2021-05-01",3
"Northern Cape","60+","Male","2021-05-03",1
"Northern Cape","60+","Male","2021-05-04",1
"Northern Cape","60+","Male","2021-05-05",3
"Northern Cape","60+","Male","2021-05-06",3
"Northern Cape","60+","Male","2021-05-07",7
"Northern Cape","60+","Male","2021-05-09",1
"Northern Cape","60+","Male","2021-05-10",12
"Northern Cape","60+","Male","2021-05-11",7
"Northern Cape","60+","Male","2021-05-12",9
"Northern Cape","60+","Male","2021-05-13",5
"Northern Cape","60+","Male","2021-05-14",3
"Northern Cape","60+","Male","2021-05-17",56
"Northern Cape","60+","Male","2021-05-18",98
"Northern Cape","60+","Male","2021-05-19",104
"Northern Cape","60+","Male","2021-05-20",119
"Northern Cape","60+","Male","2021-05-21",135
"Northern Cape","60+","Male","2021-05-22",57
"Northern Cape","60+","Male","2021-05-23",42
"Northern Cape","60+","Male","2021-05-24",230
"Northern Cape","60+","Male","2021-05-25",250
"Northern Cape","60+","Male","2021-05-26",248
"Northern Cape","60+","Male","2021-05-27",246
"Northern Cape","60+","Male","2021-05-28",204
"Northern Cape","60+","Male","2021-05-31",274
"Northern Cape","60+","Male","2021-06-01",188
"Northern Cape","60+","Male","2021-06-02",195
"Northern Cape","60+","Male","2021-06-03",167
"Northern Cape","60+","Male","2021-06-04",173
"Northern Cape","60+","Male","2021-06-07",331
"Northern Cape","60+","Male","2021-06-08",391
"Northern Cape","60+","Male","2021-06-09",411
"Northern Cape","60+","Male","2021-06-10",340
"Northern Cape","60+","Male","2021-06-11",387
"Northern Cape","60+","Male","2021-06-12",12
"Northern Cape","60+","Male","2021-06-14",418
"Northern Cape","60+","Male","2021-06-15",370
"Northern Cape","60+","Male","2021-06-17",556
"Northern Cape","60+","Male","2021-06-18",440
"Northern Cape","60+","Male","2021-06-21",592
"Northern Cape","60+","Male","2021-06-22",609
"Northern Cape","60+","Male","2021-06-23",444
"Northern Cape","60+","Male","2021-06-24",429
"Northern Cape","60+","Male","2021-06-25",297
"Northern Cape","60+","Male","2021-06-26",8
"Northern Cape","60+","Male","2021-06-28",514
"Northern Cape","60+","Male","2021-06-29",516
"Northern Cape","60+","Male","2021-06-30",512
"Northern Cape","60+","Male","2021-07-01",393
"Northern Cape","60+","Male","2021-07-02",382
"Northern Cape","60+","Male","2021-07-03",42
"Northern Cape","60+","Male","2021-07-05",436
"Northern Cape","60+","Male","2021-07-06",478
"Northern Cape","60+","Male","2021-07-07",590
"Northern Cape","60+","Male","2021-07-08",656
"Northern Cape","60+","Male","2021-07-09",582
"Northern Cape","60+","Male","2021-07-10",24
"Northern Cape","60+","Male","2021-07-12",634
"Northern Cape","60+","Male","2021-07-13",522
"Northern Cape","60+","Male","2021-07-14",514
"Northern Cape","60+","Male","2021-07-15",414
"Northern Cape","60+","Male","2021-07-16",373
"Northern Cape","60+","Male","2021-07-17",84
"Northern Cape","60+","Male","2021-07-18",280
"Northern Cape","60+","Male","2021-07-19",578
"Northern Cape","60+","Male","2021-07-20",568
"Northern Cape","60+","Male","2021-07-21",438
"Northern Cape","60+","Male","2021-07-22",305
"Northern Cape","60+","Male","2021-07-23",229
"Northern Cape","60+","Male","2021-07-24",90
"Northern Cape","60+","Male","2021-07-25",59
"Northern Cape","60+","Male","2021-07-26",309
"Northern Cape","60+","Male","2021-07-27",341
"Northern Cape","60+","Male","2021-07-28",233
"Northern Cape","60+","Male","2021-07-29",287
"Northern Cape","60+","Male","2021-07-30",224
"Northern Cape","60+","Male","2021-07-31",137
"Northern Cape","60+","Male","2021-08-01",70
"Northern Cape","60+","Male","2021-08-02",243
"Northern Cape","60+","Male","2021-08-03",251
"Northern Cape","60+","Male","2021-08-04",227
"Northern Cape","60+","Male","2021-08-05",191
"Northern Cape","60+","Male","2021-08-06",158
"Northern Cape","60+","Male","2021-08-07",45
"Northern Cape","60+","Male","2021-08-08",14
"Northern Cape","60+","Male","2021-08-09",115
"Northern Cape","60+","Male","2021-08-10",182
"Northern Cape","60+","Male","2021-08-11",158
"Northern Cape","60+","Male","2021-08-12",155
"Northern Cape","60+","Male","2021-08-13",118
"Northern Cape","60+","Male","2021-08-14",10
"Northern Cape","60+","Male","2021-08-15",7
"Northern Cape","60+","Male","2021-08-16",108
"Northern Cape","60+","Male","2021-08-17",116
"Northern Cape","60+","Male","2021-08-18",136
"Northern Cape","60+","Male","2021-08-19",142
"Northern Cape","60+","Male","2021-08-20",130
"Northern Cape","60+","Male","2021-08-21",61
"Northern Cape","60+","Male","2021-08-22",12
"Northern Cape","60+","Male","2021-08-23",90
"Northern Cape","60+","Male","2021-08-24",142
"Northern Cape","60+","Male","2021-08-25",144
"Northern Cape","60+","Male","2021-08-26",92
"Northern Cape","60+","Male","2021-08-27",117
"Northern Cape","60+","Male","2021-08-28",37
"Northern Cape","60+","Male","2021-08-29",25
"Northern Cape","60+","Male","2021-08-30",100
"Northern Cape","60+","Male","2021-08-31",120
"Northern Cape","60+","Male","2021-09-01",127
"Northern Cape","60+","Male","2021-09-02",125
"Northern Cape","60+","Male","2021-09-03",80
"Northern Cape","60+","Male","2021-09-04",16
"Northern Cape","60+","Male","2021-09-05",13
"Northern Cape","60+","Male","2021-09-06",93
"Northern Cape","60+","Male","2021-09-07",92
"Northern Cape","60+","Male","2021-09-08",82
"Northern Cape","60+","Male","2021-09-09",103
"Northern Cape","60+","Male","2021-09-10",101
"Northern Cape","60+","Male","2021-09-11",23
"Northern Cape","60+","Male","2021-09-12",24
"Northern Cape","60+","Male","2021-09-13",100
"Northern Cape","60+","Male","2021-09-14",165
"Northern Cape","60+","Male","2021-09-15",147
"Northern Cape","60+","Male","2021-09-16",152
"Northern Cape","60+","Male","2021-09-17",125
"Northern Cape","60+","Male","2021-09-18",41
"Northern Cape","60+","Male","2021-09-19",3
"Northern Cape","60+","Male","2021-09-20",79
"Northern Cape","60+","Male","2021-09-21",110
"Northern Cape","60+","Male","2021-09-22",125
"Northern Cape","60+","Male","2021-09-23",77
"Northern Cape","60+","Male","2021-09-24",50
"Northern Cape","60+","Male","2021-09-25",10
"Northern Cape","60+","Male","2021-09-26",12
"Northern Cape","60+","Male","2021-09-27",59
"Northern Cape","60+","Male","2021-09-28",97
"Northern Cape","60+","Male","2021-09-29",60
"Northern Cape","60+","Male","2021-09-30",56
"Northern Cape","60+","Male","2021-10-01",104
"Northern Cape","60+","Male","2021-10-02",158
"Northern Cape","60+","Male","2021-10-03",63
"Northern Cape","60+","Male","2021-10-04",72
"Northern Cape","60+","Male","2021-10-05",87
"Northern Cape","60+","Male","2021-10-06",91
"Northern Cape","60+","Male","2021-10-07",90
"Northern Cape","60+","Male","2021-10-08",62
"Northern Cape","60+","Male","2021-10-09",34
"Northern Cape","60+","Male","2021-10-10",2
"Northern Cape","60+","Male","2021-10-11",50
"Northern Cape","60+","Male","2021-10-12",83
"Northern Cape","60+","Male","2021-10-13",70
"Northern Cape","60+","Male","2021-10-14",84
"Northern Cape","60+","Male","2021-10-15",42
"Northern Cape","60+","Male","2021-10-16",7
"Northern Cape","60+","Male","2021-10-17",10
"Northern Cape","60+","Male","2021-10-18",50
"Northern Cape","60+","Male","2021-10-19",89
"Northern Cape","60+","Male","2021-10-20",70
"Northern Cape","60+","Male","2021-10-21",73
"Northern Cape","60+","Male","2021-10-22",48
"Northern Cape","60+","Male","2021-10-23",12
"Northern Cape","60+","Male","2021-10-24",22
"Northern Cape","60+","Male","2021-10-25",53
"Northern Cape","60+","Male","2021-10-26",77
"Northern Cape","60+","Male","2021-10-27",47
"Northern Cape","60+","Male","2021-10-28",55
"Northern Cape","60+","Male","2021-10-29",53
"Northern Cape","60+","Male","2021-10-30",4
"Northern Cape","60+","Male","2021-10-31",1
"Northern Cape","60+","Male","2021-11-01",33
"Northern Cape","60+","Male","2021-11-02",40
"Northern Cape","60+","Male","2021-11-03",36
"Northern Cape","60+","Male","2021-11-04",44
"Northern Cape","60+","Male","2021-11-05",33
"Northern Cape","60+","Male","2021-11-06",1
"Northern Cape","60+","Male","2021-11-07",1
"Northern Cape","60+","Male","2021-11-08",28
"Northern Cape","60+","Male","2021-11-09",35
"Northern Cape","60+","Male","2021-11-10",37
"Northern Cape","60+","Male","2021-11-11",34
"Northern Cape","60+","Male","2021-11-12",61
"Northern Cape","60+","Male","2021-11-13",55
"Northern Cape","60+","Male","2021-11-14",34
"Northern Cape","60+","Male","2021-11-15",43
"Northern Cape","60+","Male","2021-11-16",59
"Northern Cape","60+","Male","2021-11-17",47
"Northern Cape","60+","Male","2021-11-18",45
"Northern Cape","60+","Male","2021-11-19",49
"Northern Cape","60+","Male","2021-11-20",12
"Northern Cape","60+","Male","2021-11-21",6
"Northern Cape","60+","Male","2021-11-22",38
"Northern Cape","60+","Male","2021-11-23",29
"Northern Cape","60+","Male","2021-11-24",44
"Northern Cape","60+","Male","2021-11-25",51
"Northern Cape","60+","Male","2021-11-26",47
"Northern Cape","60+","Male","2021-11-27",2
"Northern Cape","60+","Male","2021-11-28",3
"Northern Cape","60+","Male","2021-11-29",51
"Northern Cape","60+","Male","2021-11-30",72
"Northern Cape","60+","Male","2021-12-01",78
"Northern Cape","60+","Male","2021-12-02",59
"Northern Cape","60+","Male","2021-12-03",70
"Northern Cape","60+","Male","2021-12-04",38
"Northern Cape","60+","Male","2021-12-05",16
"Northern Cape","60+","Male","2021-12-06",47
"Northern Cape","60+","Male","2021-12-07",71
"Northern Cape","60+","Male","2021-12-08",67
"Northern Cape","60+","Male","2021-12-09",63
